PMID,Title,Authors,Citation,First.Author,Journal.Book,Publication.Year,Create.Date,PMCID,NIHMS.ID,DOI,type,subset
30944536,Guideline on safety evaluation of cell-based medicinal products for animal use,"Ku HO, Yi H, Park YI, Jeon BS, Kang HG, Kim YS, Park BK.",J Vet Sci. 2019 Mar;20(2):e14. doi: 10.4142/jvs.2019.20.e14. Epub 2019 Mar 15.,Ku HO,J Vet Sci,2019,4/5/19,PMC6441815,,10.4142/jvs.2019.20.e14,pubmed_pmc,all
30916199,The Brazilian Society of Cardiology and Brazilian Society of Exercise and Sports Medicine Updated Guidelines for Sports and Exercise Cardiology - 2019,"Ghorayeb N, Stein R, Daher DJ, Silveira ADD, Ritt LEF, Santos DFPD, Sierra APR, Herdy AH, Araújo CGS, Colombo CSSS, Kopiler DA, Lacerda FFR, Lazzoli JK, Matos LDNJ, Leitão MB, Francisco RC, Alô ROB, Timerman S, Carvalho T, Garcia TG.",Arq Bras Cardiol. 2019 Mar;112(3):326-368. doi: 10.5935/abc.20190048.,Ghorayeb N,Arq Bras Cardiol,2019,3/28/19,PMC6424031,,10.5935/abc.20190048,pubmed_pmc,all
30916138,The Brazilian Society for Cardiovascular Surgery (SBCCV) and Brazilian Society for Extracorporeal Circulation (SBCEC) Standards and Guidelines for Perfusion Practice,"Caneo LF, Matte G, Groom R, Neirotti RA, Pêgo-Fernandes PM, Mejia JAC, Figueira FAMDS, Carvalho Filho ÉB, Costa FMD, Chalegre ST, Kalil RAK, Almeida RMS.",Braz J Cardiovasc Surg. 2019 Mar-Apr;34(2):239-260. doi: 10.21470/1678-9741-2018-0347.,Caneo LF,Braz J Cardiovasc Surg,2019,3/28/19,PMC6436772,,10.21470/1678-9741-2018-0347,pubmed_pmc,all
30806518,Guidelines of the International Headache Society for controlled trials of acute treatment of migraine attacks in adults: Fourth edition,"Diener HC, Tassorelli C, Dodick DW, Silberstein SD, Lipton RB, Ashina M, Becker WJ, Ferrari MD, Goadsby PJ, Pozo-Rosich P, Wang SJ, Mandrekar J; International Headache Society Clinical Trials Standing Committee.",Cephalalgia. 2019 May;39(6):687-710. doi: 10.1177/0333102419828967. Epub 2019 Feb 26.,Diener HC,Cephalalgia,2019,2/27/19,PMC6501455,,10.1177/0333102419828967,pubmed_pmc,all
30803025,Diagnosis and Management of Paget's Disease of Bone in Adults: A Clinical Guideline,"Ralston SH, Corral-Gudino L, Cooper C, Francis RM, Fraser WD, Gennari L, Guañabens N, Javaid MK, Layfield R, O'Neill TW, Russell RGG, Stone MD, Simpson K, Wilkinson D, Wills R, Zillikens MC, Tuck SP.",J Bone Miner Res. 2019 Apr;34(4):579-604. doi: 10.1002/jbmr.3657. Epub 2019 Feb 25.,Ralston SH,J Bone Miner Res,2019,2/26/19,PMC6522384,EMS82217,10.1002/jbmr.3657,pubmed_pmc,all
30793796,French guidelines on the use of systemic treatments for moderate-to-severe psoriasis in adults,"Amatore F, Villani AP, Tauber M, Viguier M, Guillot B; Psoriasis Research Group of the French Society of Dermatology (Groupe de Recherche sur le Psoriasis de la Société Française de Dermatologie).",J Eur Acad Dermatol Venereol. 2019 Mar;33(3):464-483. doi: 10.1111/jdv.15340. Epub 2019 Feb 22.,Amatore F,J Eur Acad Dermatol Venereol,2019,2/23/19,PMC6593704,,10.1111/jdv.15340,pubmed_pmc,all
30730868,"Advisory Committee on Immunization Practices Recommended Immunization Schedule for Adults Aged 19 Years or Older - United States, 2019","Kim DK, Hunter P.",MMWR Morb Mortal Wkly Rep. 2019 Feb 8;68(5):115-118. doi: 10.15585/mmwr.mm6805a5.,Kim DK,MMWR Morb Mortal Wkly Rep,2019,2/8/19,PMC6366679,,10.15585/mmwr.mm6805a5,pubmed_pmc,all
30648358,"Treatment of dementia and mild cognitive impairment with or without cerebrovascular disease: Expert consensus on the use of Ginkgo biloba extract, EGb 761(®)","Kandiah N, Ong PA, Yuda T, Ng LL, Mamun K, Merchant RA, Chen C, Dominguez J, Marasigan S, Ampil E, Nguyen VT, Yusoff S, Chan YF, Yong FM, Krairit O, Suthisisang C, Senanarong V, Ji Y, Thukral R, Ihl R.",CNS Neurosci Ther. 2019 Feb;25(2):288-298. doi: 10.1111/cns.13095.,Kandiah N,CNS Neurosci Ther,2019,1/17/19,PMC6488894,,10.1111/cns.13095,pubmed_pmc,all
30510265,The evaluation of monoclonal gammopathy of renal significance: a consensus report of the International Kidney and Monoclonal Gammopathy Research Group,"Leung N, Bridoux F, Batuman V, Chaidos A, Cockwell P, D'Agati VD, Dispenzieri A, Fervenza FC, Fermand JP, Gibbs S, Gillmore JD, Herrera GA, Jaccard A, Jevremovic D, Kastritis E, Kukreti V, Kyle RA, Lachmann HJ, Larsen CP, Ludwig H, Markowitz GS, Merlini G, Mollee P, Picken MM, Rajkumar VS, Royal V, Sanders PW, Sethi S, Venner CP, Voorhees PM, Wechalekar AD, Weiss BM, Nasr SH.",Nat Rev Nephrol. 2019 Jan;15(1):45-59. doi: 10.1038/s41581-018-0077-4.,Leung N,Nat Rev Nephrol,2019,12/5/18,PMC7136169,,10.1038/s41581-018-0077-4,pubmed_pmc,all
30426472,A guideline for the management of specific situations in polycythaemia vera and secondary erythrocytosis: A British Society for Haematology Guideline,"McMullin MFF, Mead AJ, Ali S, Cargo C, Chen F, Ewing J, Garg M, Godfrey A, Knapper S, McLornan DP, Nangalia J, Sekhar M, Wadelin F, Harrison CN; British Society for Haematology Guideline.",Br J Haematol. 2019 Jan;184(2):161-175. doi: 10.1111/bjh.15647. Epub 2018 Nov 13.,McMullin MFF,Br J Haematol,2019,11/15/18,PMC6519221,,10.1111/bjh.15647,pubmed_pmc,all
30383742,Update: Recommendations of the Advisory Committee on Immunization Practices for Use of Hepatitis A Vaccine for Postexposure Prophylaxis and for Preexposure Prophylaxis for International Travel,"Nelson NP, Link-Gelles R, Hofmeister MG, Romero JR, Moore KL, Ward JW, Schillie SF.",MMWR Morb Mortal Wkly Rep. 2018 Nov 2;67(43):1216-1220. doi: 10.15585/mmwr.mm6743a5.,Nelson NP,MMWR Morb Mortal Wkly Rep,2018,11/2/18,PMC6319798,,10.15585/mmwr.mm6743a5,pubmed_pmc,all
30353952,"ACVIM consensus statement: Guidelines for the identification, evaluation, and management of systemic hypertension in dogs and cats","Acierno MJ, Brown S, Coleman AE, Jepson RE, Papich M, Stepien RL, Syme HM.",J Vet Intern Med. 2018 Nov;32(6):1803-1822. doi: 10.1111/jvim.15331. Epub 2018 Oct 24.,Acierno MJ,J Vet Intern Med,2018,10/25/18,PMC6271319,,10.1111/jvim.15331,pubmed_pmc,all
30340549,Trial Reporting in Immuno-Oncology (TRIO): an American society of clinical oncology-society for immunotherapy of cancer statement,"Tsimberidou AM, Levit LA, Schilsky RL, Averbuch SD, Chen D, Kirkwood JM, McShane LM, Sharon E, Mileham KF, Postow MA.",J Immunother Cancer. 2018 Oct 19;6(1):108. doi: 10.1186/s40425-018-0426-7.,Tsimberidou AM,J Immunother Cancer,2018,10/21/18,PMC6195705,,10.1186/s40425-018-0426-7,pubmed_pmc,all
30310143,The UMBRELLA SIOP-RTSG 2016 Wilms tumour pathology and molecular biology protocol,"Vujanić GM, Gessler M, Ooms AHAG, Collini P, Coulomb-l'Hermine A, D'Hooghe E, de Krijger RR, Perotti D, Pritchard-Jones K, Vokuhl C, van den Heuvel-Eibrink MM, Graf N; International Society of Paediatric Oncology–Renal Tumour Study Group (SIOP–RTSG).",Nat Rev Urol. 2018 Nov;15(11):693-701. doi: 10.1038/s41585-018-0100-3.,Vujanić GM,Nat Rev Urol,2018,10/13/18,PMC7136175,,10.1038/s41585-018-0100-3,pubmed_pmc,all
30305155,Choosing the target difference and undertaking and reporting the sample size calculation for a randomised controlled trial - the development of the DELTA(2) guidance,"Sones W, Julious SA, Rothwell JC, Ramsay CR, Hampson LV, Emsley R, Walters SJ, Hewitt C, Bland M, Fergusson DA, Berlin JA, Altman D, Vale LD, Cook JA.",Trials. 2018 Oct 10;19(1):542. doi: 10.1186/s13063-018-2887-x.,Sones W,Trials,2018,10/12/18,PMC6180499,,10.1186/s13063-018-2887-x,pubmed_pmc,all
30286811,Chinese expert consensus on echelons treatment of thoracic injury in modern warfare,"Zong ZW, Wang ZN, Chen SX, Qin H, Zhang LY, Shen Y, Yang L, Du WQ, Chen C, Zhong X, Zhang L, Huo JT, Kuai LP, Shu LX, Du GF, Zhao YF; Representing the Traumatology Branch of the China Medical Rescue Association, the Youth Committee on Traumatology Branch of the Chinese Medical Association, the PLA Professional Committee and the Youth Committee on Disaster Medicine, and the Disaster Medicine Branch of the Chongqing Association of Integrative Medicine.",Mil Med Res. 2018 Oct 4;5(1):34. doi: 10.1186/s40779-018-0181-6.,Zong ZW,Mil Med Res,2018,10/6/18,PMC6171144,,10.1186/s40779-018-0181-6,pubmed_pmc,all
30174475,2018 Korean Clinical Imaging Guideline for Hemoptysis,"Kang MJ, Kim JH, Kim YK, Lee HJ, Shin KM, Kim JI, Lee HJ, Do KH, Yong HS, Choi SJ, Choi M, Jung JI.",Korean J Radiol. 2018 Sep-Oct;19(5):866-871. doi: 10.3348/kjr.2018.19.5.866. Epub 2018 Aug 6.,Kang MJ,Korean J Radiol,2018,9/4/18,PMC6082761,,10.3348/kjr.2018.19.5.866,pubmed_pmc,all
30109437,Latest clinical recommendations on valproate use for migraine prophylaxis in women of childbearing age: overview from European Medicines Agency and European Headache Federation,"Vatzaki E, Straus S, Dogne JM, Garcia Burgos J, Girard T, Martelletti P.",J Headache Pain. 2018 Aug 14;19(1):68. doi: 10.1186/s10194-018-0898-3.,Vatzaki E,J Headache Pain,2018,8/16/18,PMC6092728,,10.1186/s10194-018-0898-3,pubmed_pmc,all
30092624,2017 KASL clinical practice guidelines management of hepatitis C: Treatment of chronic hepatitis C,Korean Association for the Study of the Liver (KASL).,Clin Mol Hepatol. 2018 Sep;24(3):169-229. doi: 10.3350/cmh.2018.1004. Epub 2018 Aug 10.,Korean Association for the Study of the Liver (KASL),Clin Mol Hepatol,2018,8/11/18,PMC6166104,,10.3350/cmh.2018.1004,pubmed_pmc,all
29988776,Multidisciplinary recommendations for diagnosis and treatment of foot problems in people with rheumatoid arthritis,"Tenten-Diepenmaat M, van der Leeden M, Vliet Vlieland TPM, Dekker J; RA Foot Expert Group.",J Foot Ankle Res. 2018 Jul 4;11:37. doi: 10.1186/s13047-018-0276-z. eCollection 2018.,Tenten-Diepenmaat M,J Foot Ankle Res,2018,7/11/18,PMC6030746,,10.1186/s13047-018-0276-z,pubmed_pmc,all
29962870,2017 Thyroid Radiofrequency Ablation Guideline: Korean Society of Thyroid Radiology,"Kim JH, Baek JH, Lim HK, Ahn HS, Baek SM, Choi YJ, Choi YJ, Chung SR, Ha EJ, Hahn SY, Jung SL, Kim DS, Kim SJ, Kim YK, Lee CY, Lee JH, Lee KH, Lee YH, Park JS, Park H, Shin JH, Suh CH, Sung JY, Sim JS, Youn I, Choi M, Na DG; Guideline Committee for the Korean Society of Thyroid Radiology (KSThR) and Korean Society of Radiology.",Korean J Radiol. 2018 Jul-Aug;19(4):632-655. doi: 10.3348/kjr.2018.19.4.632. Epub 2018 Jun 14.,Kim JH,Korean J Radiol,2018,7/3/18,PMC6005940,,10.3348/kjr.2018.19.4.632,pubmed_pmc,all
29948835,Guidelines for the management of osteoporosis and fragility fractures,"Nuti R, Brandi ML, Checchia G, Di Munno O, Dominguez L, Falaschi P, Fiore CE, Iolascon G, Maggi S, Michieli R, Migliaccio S, Minisola S, Rossini M, Sessa G, Tarantino U, Toselli A, Isaia GC.",Intern Emerg Med. 2019 Jan;14(1):85-102. doi: 10.1007/s11739-018-1874-2. Epub 2018 Jun 13.,Nuti R,Intern Emerg Med,2019,6/28/18,PMC6329834,,10.1007/s11739-018-1874-2,pubmed_pmc,all
29870457,"Consensus Guidelines on the Use of Intravenous Ketamine Infusions for Acute Pain Management From the American Society of Regional Anesthesia and Pain Medicine, the American Academy of Pain Medicine, and the American Society of Anesthesiologists","Schwenk ES, Viscusi ER, Buvanendran A, Hurley RW, Wasan AD, Narouze S, Bhatia A, Davis FN, Hooten WM, Cohen SP.",Reg Anesth Pain Med. 2018 Jul;43(5):456-466. doi: 10.1097/AAP.0000000000000806.,Schwenk ES,Reg Anesth Pain Med,2018,6/6/18,PMC6023582,,10.1097/AAP.0000000000000806,pubmed_pmc,all
29866358,Recomendaciones de prevención del cáncer. Actualización PAPPS 2018,"Marzo-Castillejo M, Vela-Vallespín C, Bellas-Beceiro B, Bartolomé-Moreno C, Melús-Palazón E, Vilarrubí-Estrella M, Nuin-Villanueva M.",Aten Primaria. 2018 May;50 Suppl 1(Suppl 1):41-65. doi: 10.1016/S0212-6567(18)30362-7.,Marzo-Castillejo M,Aten Primaria,2018,6/6/18,PMC6837141,,10.1016/S0212-6567(18)30362-7,pubmed_pmc,all
29866352,Actividades preventivas en los mayores. Actualización PAPPS 2018,"de Hoyos Alonso MDC, Gorroñogoitia Iturbe A, Martín Lesende I, Baena Díez JM, López-Torres Hidalgo J, Magán Tapia P, Acosta Benito MÁ, Herreros Herreros Y; Grupo de Actividades Preventivas en los Mayores del PAPPS.",Aten Primaria. 2018 May;50 Suppl 1(Suppl 1):109-124. doi: 10.1016/S0212-6567(18)30365-2.,de Hoyos Alonso MDC,Aten Primaria,2018,6/6/18,PMC6836920,,10.1016/S0212-6567(18)30365-2,pubmed_pmc,all
29850820,"International Expert Consensus Document on Takotsubo Syndrome (Part II): Diagnostic Workup, Outcome, and Management","Ghadri JR, Wittstein IS, Prasad A, Sharkey S, Dote K, Akashi YJ, Cammann VL, Crea F, Galiuto L, Desmet W, Yoshida T, Manfredini R, Eitel I, Kosuge M, Nef HM, Deshmukh A, Lerman A, Bossone E, Citro R, Ueyama T, Corrado D, Kurisu S, Ruschitzka F, Winchester D, Lyon AR, Omerovic E, Bax JJ, Meimoun P, Tarantini G, Rihal C, Y-Hassan S, Migliore F, Horowitz JD, Shimokawa H, Lüscher TF, Templin C.",Eur Heart J. 2018 Jun 7;39(22):2047-2062. doi: 10.1093/eurheartj/ehy077.,Ghadri JR,Eur Heart J,2018,6/1/18,PMC5991205,,10.1093/eurheartj/ehy077,pubmed_pmc,all
29756333,Safe Use of Epidural Corticosteroid Injections: Recommendations of the WIP Benelux Work Group,"Van Boxem K, Rijsdijk M, Hans G, de Jong J, Kallewaard JW, Vissers K, van Kleef M, Rathmell JP, Van Zundert J.",Pain Pract. 2019 Jan;19(1):61-92. doi: 10.1111/papr.12709. Epub 2018 Jul 2.,Van Boxem K,Pain Pract,2019,5/15/18,PMC7379698,,10.1111/papr.12709,pubmed_pmc,all
29737410,Executive summary of the Clinical Guidelines of Pharmacotherapy for Neuropathic Pain: second edition by the Japanese Society of Pain Clinicians,"Sumitani M, Sakai T, Matsuda Y, Abe H, Yamaguchi S, Hosokawa T, Fukui S.",J Anesth. 2018 Jun;32(3):463-478. doi: 10.1007/s00540-018-2501-0. Epub 2018 May 8.,Sumitani M,J Anesth,2018,5/9/18,PMC5973958,,10.1007/s00540-018-2501-0,pubmed_pmc,all
29723342,"Brazilian Guidelines for Hereditary Angioedema Management - 2017 Update Part 1: Definition, Classification and Diagnosis","Giavina-Bianchi P, Arruda LK, Aun MV, Campos RA, Chong-Neto HJ, Constantino-Silva RN, Fernandes FR, Ferraro MF, Ferriani MPL, França AT, Fusaro G, Garcia JFB, Komninakis S, Maia LSM, Mansour E, Moreno AS, Motta AA, Pesquero JB, Portilho N, Rosário NA, Serpa FS, Solé D, Takejima P, Toledo E, Valle SO, Veronez CL, Grumach AS.",Clinics (Sao Paulo). 2018;73:e310. doi: 10.6061/clinics/2018/e310. Epub 2018 May 3.,Giavina-Bianchi P,Clinics (Sao Paulo),2018,5/4/18,PMC5910635,,10.6061/clinics/2018/e310,pubmed_pmc,all
29704018,Consensus statement for cancer patients requiring intensive care support,"Kiehl MG, Beutel G, Böll B, Buchheidt D, Forkert R, Fuhrmann V, Knöbl P, Kochanek M, Kroschinsky F, La Rosée P, Liebregts T, Lück C, Olgemoeller U, Schalk E, Shimabukuro-Vornhagen A, Sperr WR, Staudinger T, von Bergwelt Baildon M, Wohlfarth P, Zeremski V, Schellongowski P; Consensus of the German Society of Hematology and Medical Oncology (DGHO), Austrian Society of Hematology and Oncology (OeGHO), German Society for Medical Intensive Care Medicine and Emergency Medicine (DGIIN), and Austrian Society of Medical and General Intensive Care and Emergency Medicine (ÖGIAIN).",Ann Hematol. 2018 Jul;97(7):1271-1282. doi: 10.1007/s00277-018-3312-y. Epub 2018 Apr 27.,Kiehl MG,Ann Hematol,2018,4/29/18,PMC5973964,,10.1007/s00277-018-3312-y,pubmed_pmc,all
29579142,The Assessment of Pain in Older People: UK National Guidelines,Schofield P.,Age Ageing. 2018 Mar 1;47(suppl_1):i1-i22. doi: 10.1093/ageing/afx192.,Schofield P,Age Ageing,2018,3/27/18,PMC5888957,,10.1093/ageing/afx192,pubmed_pmc,all
29485047,American Association of Physicists in Medicine Task Group 263: Standardizing Nomenclatures in Radiation Oncology,"Mayo CS, Moran JM, Bosch W, Xiao Y, McNutt T, Popple R, Michalski J, Feng M, Marks LB, Fuller CD, Yorke E, Palta J, Gabriel PE, Molineu A, Matuszak MM, Covington E, Masi K, Richardson SL, Ritter T, Morgas T, Flampouri S, Santanam L, Moore JA, Purdie TG, Miller RC, Hurkmans C, Adams J, Jackie Wu QR, Fox CJ, Siochi RA, Brown NL, Verbakel W, Archambault Y, Chmura SJ, Dekker AL, Eagle DG, Fitzgerald TJ, Hong T, Kapoor R, Lansing B, Jolly S, Napolitano ME, Percy J, Rose MS, Siddiqui S, Schadt C, Simon WE, Straube WL, St James ST, Ulin K, Yom SS, Yock TI.",Int J Radiat Oncol Biol Phys. 2018 Mar 15;100(4):1057-1066. doi: 10.1016/j.ijrobp.2017.12.013. Epub 2017 Dec 15.,Mayo CS,Int J Radiat Oncol Biol Phys,2018,2/28/18,PMC7437157,NIHMS1614390,10.1016/j.ijrobp.2017.12.013,pubmed_pmc,all
29478034,UK guidelines on oesophageal dilatation in clinical practice,"Sami SS, Haboubi HN, Ang Y, Boger P, Bhandari P, de Caestecker J, Griffiths H, Haidry R, Laasch HU, Patel P, Paterson S, Ragunath K, Watson P, Siersema PD, Attwood SE.",Gut. 2018 Jun;67(6):1000-1023. doi: 10.1136/gutjnl-2017-315414. Epub 2018 Feb 24.,Sami SS,Gut,2018,2/26/18,PMC5969363,,10.1136/gutjnl-2017-315414,pubmed_pmc,all
29430174,Management of airway mucus hypersecretion in chronic airway inflammatory disease: Chinese expert consensus (English edition),"Shen Y, Huang S, Kang J, Lin J, Lai K, Sun Y, Xiao W, Yang L, Yao W, Cai S, Huang K, Wen F.",Int J Chron Obstruct Pulmon Dis. 2018 Jan 30;13:399-407. doi: 10.2147/COPD.S144312. eCollection 2018.,Shen Y,Int J Chron Obstruct Pulmon Dis,2018,2/13/18,PMC5796802,,10.2147/COPD.S144312,pubmed_pmc,all
29351459,Guidelines for authors and reviewers on antibody use in physiology studies,"Brooks HL, Lindsey ML.",Am J Physiol Heart Circ Physiol. 2018 Apr 1;314(4):H724-H732. doi: 10.1152/ajpheart.00512.2017. Epub 2018 Jan 5.,Brooks HL,Am J Physiol Heart Circ Physiol,2018,1/20/18,PMC6048465,,10.1152/ajpheart.00512.2017,pubmed_pmc,all
29304799,Study protocol: evaluation of specialized outpatient palliative care (SOPC) in the German state of Hesse (ELSAH study) - work package II: palliative care for pediatric patients,"Ulrich LR, Gruber D, Hach M, Boesner S, Haasenritter J, Kuss K, Seipp H, Gerlach FM, Erler A.",BMC Palliat Care. 2018 Jan 5;17(1):14. doi: 10.1186/s12904-017-0268-y.,Ulrich LR,BMC Palliat Care,2018,1/7/18,PMC5755278,,10.1186/s12904-017-0268-y,pubmed_pmc,all
29230692,SEOM clinical guideline on unknown primary cancer (2017),"Losa F, Soler G, Casado A, Estival A, Fernández I, Giménez S, Longo F, Pazo-Cid R, Salgado J, Seguí MÁ.",Clin Transl Oncol. 2018 Jan;20(1):89-96. doi: 10.1007/s12094-017-1807-y. Epub 2017 Dec 11.,Losa F,Clin Transl Oncol,2018,12/13/17,PMC5785607,,10.1007/s12094-017-1807-y,pubmed_pmc,all
29204852,European Antibiotic Awareness Day 2017: training the next generation of health care professionals in antibiotic stewardship,"Schrier L, Hadjipanayis A, Del Torso S, Stiris T, Emonts M, Dornbusch HJ.",Eur J Pediatr. 2018 Feb;177(2):279-283. doi: 10.1007/s00431-017-3055-0. Epub 2017 Dec 5.,Schrier L,Eur J Pediatr,2018,12/6/17,PMC5758684,,10.1007/s00431-017-3055-0,pubmed_pmc,all
29150060,"Fetal growth restriction: Case definition & guidelines for data collection, analysis, and presentation of immunization safety data","Easter SR, Eckert LO, Boghossian N, Spencer R, Oteng-Ntim E, Ioannou C, Patwardhan M, Harrison MS, Khalil A, Gravett M, Goldenberg R, McKelvey A, Gupta M, Pool V, Robson SC, Joshi J, Kochhar S, McElrath T; Brighton Collaboration Fetal Growth Restriction Working Group.",Vaccine. 2017 Dec 4;35(48 Pt A):6546-6554. doi: 10.1016/j.vaccine.2017.01.042.,Easter SR,Vaccine,2017,11/19/17,PMC5710982,,10.1016/j.vaccine.2017.01.042,pubmed_pmc,all
29150054,"Low birth weight: Case definition & guidelines for data collection, analysis, and presentation of maternal immunization safety data","Cutland CL, Lackritz EM, Mallett-Moore T, Bardají A, Chandrasekaran R, Lahariya C, Nisar MI, Tapia MD, Pathirana J, Kochhar S, Muñoz FM; Brighton Collaboration Low Birth Weight Working Group.",Vaccine. 2017 Dec 4;35(48 Pt A):6492-6500. doi: 10.1016/j.vaccine.2017.01.049.,Cutland CL,Vaccine,2017,11/19/17,PMC5710991,,10.1016/j.vaccine.2017.01.049,pubmed_pmc,all
29150053,"Failure to thrive: Case definition & guidelines for data collection, analysis, and presentation of maternal immunisation safety data","Ross E, Munoz FM, Edem B, Nan C, Jehan F, Quinn J, Mallett Moore T, Sesay S, Spiegel H, Fortuna L, Kochhar S, Buttery J; Brighton Collaboration Failure to Thrive Working Group.",Vaccine. 2017 Dec 4;35(48 Pt A):6483-6491. doi: 10.1016/j.vaccine.2017.01.051.,Ross E,Vaccine,2017,11/19/17,PMC5714432,,10.1016/j.vaccine.2017.01.051,pubmed_pmc,all
29134564,SEOM clinical guideline for treatment of kidney cancer (2017),"Gallardo E, Méndez-Vidal MJ, Pérez-Gracia JL, Sepúlveda-Sánchez JM, Campayo M, Chirivella-González I, García-Del-Muro X, González-Del-Alba A, Grande E, Suárez C.",Clin Transl Oncol. 2018 Jan;20(1):47-56. doi: 10.1007/s12094-017-1765-4. Epub 2017 Nov 13.,Gallardo E,Clin Transl Oncol,2018,11/15/17,PMC5785618,,10.1007/s12094-017-1765-4,pubmed_pmc,all
29134562,SEOM clinical guidelines for the treatment of metastatic prostate cancer (2017),"Cassinello J, Arranz JÁ, Piulats JM, Sánchez A, Pérez-Valderrama B, Mellado B, Climent MÁ, Olmos D, Carles J, Lázaro M.",Clin Transl Oncol. 2018 Jan;20(1):57-68. doi: 10.1007/s12094-017-1783-2. Epub 2017 Nov 13.,Cassinello J,Clin Transl Oncol,2018,11/15/17,PMC5785604,,10.1007/s12094-017-1783-2,pubmed_pmc,all
29124520,SEOM clinical guideline of diagnosis and management of low-grade glioma (2017),"Sepúlveda-Sánchez JM, Muñoz Langa J, Arráez MÁ, Fuster J, Hernández Laín A, Reynés G, Rodríguez González V, Vicente E, Vidal Denis M, Gallego Ó.",Clin Transl Oncol. 2018 Jan;20(1):3-15. doi: 10.1007/s12094-017-1790-3. Epub 2017 Nov 9.,Sepúlveda-Sánchez JM,Clin Transl Oncol,2018,11/11/17,PMC5785601,,10.1007/s12094-017-1790-3,pubmed_pmc,all
29116432,SEOM clinical guideline for the management of malignant melanoma (2017),"Berrocal A, Arance A, Castellon VE, de la Cruz L, Espinosa E, Cao MG, Larriba JLG, Márquez-Rodas I, Soria A, Algarra SM.",Clin Transl Oncol. 2018 Jan;20(1):69-74. doi: 10.1007/s12094-017-1768-1. Epub 2017 Nov 7.,Berrocal A,Clin Transl Oncol,2018,11/9/17,PMC5785602,,10.1007/s12094-017-1768-1,pubmed_pmc,all
29106545,Extracellular vesicles in diagnostics and therapy of the ischaemic heart: Position Paper from the Working Group on Cellular Biology of the Heart of the European Society of Cardiology,"Sluijter JPG, Davidson SM, Boulanger CM, Buzás EI, de Kleijn DPV, Engel FB, Giricz Z, Hausenloy DJ, Kishore R, Lecour S, Leor J, Madonna R, Perrino C, Prunier F, Sahoo S, Schiffelers RM, Schulz R, Van Laake LW, Ytrehus K, Ferdinandy P.",Cardiovasc Res. 2018 Jan 1;114(1):19-34. doi: 10.1093/cvr/cvx211.,Sluijter JPG,Cardiovasc Res,2018,11/7/17,PMC5852624,,10.1093/cvr/cvx211,pubmed_pmc,all
29086364,Personalised Single-Pill Combination Therapy in Hypertensive Patients: An Update of a Practical Treatment Platform,"Volpe M, Tocci G, de la Sierra A, Kreutz R, Laurent S, Manolis AJ, Tsioufis K.",High Blood Press Cardiovasc Prev. 2017 Dec;24(4):463-472. doi: 10.1007/s40292-017-0239-7. Epub 2017 Oct 31.,Volpe M,High Blood Press Cardiovasc Prev,2017,11/1/17,PMC5681620,,10.1007/s40292-017-0239-7,pubmed_pmc,all
29063233,Austrian consensus guidelines on the management and treatment of portal hypertension (Billroth III),"Reiberger T, Püspök A, Schoder M, Baumann-Durchschein F, Bucsics T, Datz C, Dolak W, Ferlitsch A, Finkenstedt A, Graziadei I, Hametner S, Karnel F, Krones E, Maieron A, Mandorfer M, Peck-Radosavljevic M, Rainer F, Schwabl P, Stadlbauer V, Stauber R, Tilg H, Trauner M, Zoller H, Schöfl R, Fickert P.",Wien Klin Wochenschr. 2017 Nov;129(Suppl 3):135-158. doi: 10.1007/s00508-017-1262-3. Epub 2017 Oct 23.,Reiberger T,Wien Klin Wochenschr,2017,10/25/17,PMC5674135,,10.1007/s00508-017-1262-3,pubmed_pmc,all
29016840,2017 HRS/EHRA/ECAS/APHRS/SOLAECE expert consensus statement on catheter and surgical ablation of atrial fibrillation,"Calkins H, Hindricks G, Cappato R, Kim YH, Saad EB, Aguinaga L, Akar JG, Badhwar V, Brugada J, Camm J, Chen PS, Chen SA, Chung MK, Cosedis Nielsen J, Curtis AB, Davies DW, Day JD, d'Avila A, Natasja de Groot NMS, Di Biase L, Duytschaever M, Edgerton JR, Ellenbogen KA, Ellinor PT, Ernst S, Fenelon G, Gerstenfeld EP, Haines DE, Haissaguerre M, Helm RH, Hylek E, Jackman WM, Jalife J, Kalman JM, Kautzner J, Kottkamp H, Kuck KH, Kumagai K, Lee R, Lewalter T, Lindsay BD, Macle L, Mansour M, Marchlinski FE, Michaud GF, Nakagawa H, Natale A, Nattel S, Okumura K, Packer D, Pokushalov E, Reynolds MR, Sanders P, Scanavacca M, Schilling R, Tondo C, Tsao HM, Verma A, Wilber DJ, Yamane T; Document Reviewers:.",Europace. 2018 Jan 1;20(1):e1-e160. doi: 10.1093/europace/eux274.,Calkins H,Europace,2018,10/11/17,PMC5834122,,10.1093/europace/eux274,pubmed_pmc,all
28955008,Recommendation of Occupational Exposure Limits (2017-2018),,J Occup Health. 2017;59(5):436-469. doi: 10.1539/joh.ROEL2017.,,J Occup Health,2017,9/29/17,PMC5635153,,10.1539/joh.ROEL2017,pubmed_pmc,all
